Stcd,Cntycd,Office Name,City,ST
21,039,Carlisle County USDA Serv Cntr,Bardwell,KY
21,041,Carroll County USDA Serv Cntr,Carrollton,KY
21,043,Carter County USDA Serv Cntr,Grayson,KY
21,045,Casey County USDA Serv Cntr,Liberty,KY
21,047,Christian County USDA Serv Cntr,Hopkinsville,KY
21,049,Clark County USDA Serv Cntr,Winchester,KY
21,051,Cllay County FSA Office,Barbourville,KY
21,053,Clinton County USDA Serv Cntr,Albany,KY
21,055,Crittenden County USDA Serv Cntr,Marion,KY
21,057,Cumberland County USDA Serv Cntr,Burkesville,KY
21,059,Daviess County USDA Serv Cntr,Owensboro,KY
21,061,Edmonson County FSA Office,Bowling Green,KY
21,063,Elliott County FSA Office,Grayson,KY
21,065,Estill County USDA Serv Cntr,Irvine,KY
21,067,Fayette County USDA Serv Cntr,Lexington,KY
21,069,Fleming County USDA Serv Cntr,Flemingsburg,KY
21,071,Floyd County FSA Office,Paintsville,KY
21,073,Franklin County USDA Serv Cntr,Frankfort,KY
21,075,Fulton County USDA Serv Cntr,Hickman,KY
21,077,Gallatin County FSA Office,Carrollton,KY
21,079,Garrard County USDA Serv Cntr,Lancaster,KY
21,081,Grant County USDA Serv Cntr,Williamstown,KY
21,083,Graves County USDA Serv Cntr,Mayfield,KY
21,085,Grayson County USDA Serv Cntr,Leitchfield,KY
21,087,Green County USDA Serv Cntr,Greensburg,KY
21,089,Greenup County USDA Serv Cntr,Greenup,KY
21,091,Hancock County USDA Serv Cntr,Hawesville,KY
21,093,Hardin County USDA Serv Cntr,Elizabethtown,KY
21,095,Harlan County FSA Office,Barbourville,KY
21,097,Harrison County USDA Serv Cntr,Cynthiana,KY
21,099,Hart County USDA Serv Cntr,Munfordville,KY
21,101,Henderson County USDA Serv Cntr,Henderson,KY
21,103,Henry County USDA Serv Cntr,New Castle,KY
21,105,Hickman County USDA Serv Cntr,Clinton,KY
21,107,Hopkins County USDA Serv Cntr,Madisonville,KY
21,109,Jackson County USDA Serv Cntr,McKee,KY
21,111,Jefferson County FSA Office,Mt. Washington,KY
21,113,Jessamine County USDA Serv Cntr,Nicholasville,KY
21,115,Johnson County USDA Serv Cntr,Paintsville,KY
21,117,Kenton County FSA Office,Burlington,KY
21,119,Knott County FSA Office,Hazard,KY
21,121,Knox County USDA Serv Cntr,Barbourville,KY
21,123,LaRue County USDA Serv Cntr,Hodgenville,KY
21,125,Laurel County USDA Serv Cntr,London,KY
21,127,Lawrence County FSA Office,Grayson,KY
21,129,Lee County USDA Serv Cntr,Beattyville,KY
21,131,Leslie County FSA Office,Hazard,KY
21,133,Letcher County FSA Office,Hazard,KY
21,135,Lewis County USDA Serv Cntr,Vanceburg,KY
21,137,Lincoln County USDA Serv Cntr,Stanford,KY
21,139,Livingston County USDA Serv Cntr,Salem,KY
21,141,Logan County USDA Serv Cntr,Russellville,KY
21,143,Caldwell Lyon County FSA Office,Princeton,KY
21,145,McCracken County USDA Serv Cntr,Paducah,KY
21,147,Mccreary County FSA Office,Williamsburg,KY
21,149,McLean County USDA Serv Cntr,Calhoun,KY
21,151,Madison County USDA Serv Cntr,Richmond,KY
21,153,Magoffin County FSA Office,West Liberty,KY
21,155,Marion County USDA Serv Cntr,Lebanon,KY
21,157,Marshall County USDA Serv Cntr,Benton,KY
21,159,Martin County FSA Office,Paintsville,KY
21,161,Mason County USDA Serv Cntr,Maysville,KY
21,163,Meade County USDA Serv Cntr,Brandenburg,KY
21,165,Menifee County FSA Office,Mount Sterling,KY
21,167,Mercer County USDA Serv Cntr,Harrodsburg,KY
21,169,Metcalfe County USDA Serv Cntr,Edmonton,KY
21,171,Monroe County USDA Serv Cntr,Tompkinsville,KY
21,173,Montgomery County USDA Serv Cntr,Mount Sterling,KY
21,175,Morgan County USDA Serv Cntr,West Liberty,KY
21,177,Muhlenberg County USDA Serv Cntr,Greenville,KY
21,179,Nelson County USDA Serv Cntr,Bardstown,KY
21,181,Nicholas County FSA Office,Paris,KY
21,183,Ohio County USDA Serv Cntr,Hartford,KY
21,185,Oldham County FSA Office,New Castle,KY
21,187,Owen County USDA Serv Cntr,Owenton,KY
21,189,Owsley County FSA Office,Beattyville,KY
21,191,Pendleton County USDA Serv Cntr,Falmouth,KY
21,193,Perry County USDA Serv Cntr,Hazard,KY
21,195,Pike County FSA Office,Paintsville,KY
21,197,Powell County FSA Office,Campton,KY
21,199,Pulaski County USDA Serv Cntr,Somerset,KY
21,201,Robertson County FSA Office,Maysville,KY
21,203,Rockcastle County USDA Serv Cntr,Mt Vernon,KY
21,205,Rowan County USDA Serv Cntr,Morehead,KY
21,207,Russell County USDA Serv Cntr,Jamestown,KY
21,209,Scott County USDA Serv Cntr,Georgetown,KY
21,211,Shelby County USDA Serv Cntr,Shelbyville,KY
21,213,Simpson County USDA Serv Cntr,Franklin,KY
21,215,Spencer County FSA Office,Mt. Washington,KY
21,217,Taylor County USDA Serv Cntr,Campbellsville,KY
21,219,Todd County USDA Serv Cntr,Elkton,KY
21,221,Trigg County USDA Serv Cntr,Cadiz,KY
21,223,Trimble County FSA Office,Carrollton,KY
21,225,Union County USDA Serv Cntr,Morganfield,KY
21,227,Warren County USDA Serv Cntr,Bowling Green,KY
21,229,Washington County USDA Serv Cntr,Springfield,KY
21,231,Wayne County USDA Serv Cntr,Monticello,KY
21,233,Webster County USDA Serv Cntr,Dixon,KY
21,235,Whitley County USDA Serv Cntr,Williamsburg,KY
21,237,Wolfe County USDA Serv Cntr,Campton,KY
21,239,Woodford County USDA Serv Cntr,Versailles,KY
22,000,Louisiana State USDA Office,Alexandria,LA
22,001,Acadia County USDA Serv Cntr,Crowley,LA
22,003,Allen County USDA Serv Cntr,Oberlin,LA
22,005,Ascension County USDA Serv Cntr,Donaldsonville,LA
22,007,Assumption County FSA Office,Thibodaux,LA
22,009,Avoyelles County USDA Serv Cntr,Marksville,LA
22,011,Beauregard County USDA Serv Cntr,Deridder,LA
22,013,Bienville County FSA Office,Minden,LA
22,015,Bossier County USDA Serv Cntr,Benton,LA
22,017,Caddo County USDA Serv Cntr,Shreveport,LA
22,019,Calcasieu County USDA Serv Cntr,Lake Charles,LA
22,021,Caldwell County USDA Serv Cntr,Columbia,LA
22,023,Cameron County  FSA Office,Lake Charles,LA
22,025,Catahoula County USDA Serv Cntr,Jonesville,LA
22,027,Claiborne County FSA Office,Minden,LA
22,029,Concordia County USDA Serv Cntr,Ferriday,LA
22,031,Desoto County USDA Serv Cntr,Mansfield,LA
22,033,East Baton Rouge County FSA Office,Denham Springs,LA
22,035,East Carroll County USDA Serv Cntr,Lake Providence,LA
22,037,East Feliciana County USDA Serv Cntr,Clinton,LA
22,039,Evangeline County USDA Serv Cntr,Ville Platte,LA
22,041,Franklin County USDA Serv Cntr,Winnsboro,LA
22,043,Grant County USDA Serv Cntr,Colfax,LA
22,045,Iberia County USDA Serv Cntr,New Iberia,LA
22,047,Iberville County FSA Office,Addis,LA
22,049,Jackson County FSA Office,Arcadia,LA
22,051,Jefferson County FSA Office,Edgard,LA
22,053,Jefferson Davis County USDA Serv Cntr,Jennings,LA
22,055,Lafayette County USDA Serv Cntr,Lafayette,LA
22,057,Lafourche County USDA Serv Cntr,Thibodaux,LA
22,059,Lasalle County FSA Office,Jonesville,LA
22,061,Lincoln County USDA Serv Cntr,Ruston,LA
22,063,Livingston County USDA Serv Cntr,Denham Springs,LA
22,065,Madison County USDA Serv Cntr,Tallulah,LA
22,067,Morehouse County USDA Serv Cntr,Bastrop,LA
22,069,Natchitoches County USDA Serv Cntr,Natchitoches,LA
22,071,Orleans County FSA Office,Edgard,LA
22,073,Ouachita County USDA Serv Cntr,Monroe,LA
22,075,Plaquemines County FSA Office,Edgard,LA
22,077,Pointe Coupee County USDA Serv Cntr,New Roads,LA
22,079,Rapides County USDA Serv Cntr,Alexandria,LA
22,081,Red River County USDA Serv Cntr,Coushatta,LA
22,083,Richland County USDA Serv Cntr,Rayville,LA
22,085,Sabine County FSA Office,Natchitoches,LA
22,087,St. Bernard County FSA Office,Edgard,LA
22,089,St. Charles County FSA Office,Edgard,LA
22,091,St. Helena County FSA Office,Amite,LA
22,093,St. James County FSA Office,Donaldsonville,LA
22,095,St John County USDA Serv Cntr,Edgard,LA
22,097,St Landry County USDA Serv Cntr,Opelousas,LA
22,099,St Martin County USDA Serv Cntr,Breaux Bridge,LA
22,101,St Mary County USDA Serv Cntr,Franklin,LA
22,103,St. Tammany County FSA Office,Franklinton,LA
22,105,Tangipahoa County USDA Serv Cntr,Amite,LA
22,107,Tensas County USDA Serv Cntr,St. Joseph,LA
22,109,Terrebonne County FSA Office,Thibodaux,LA
22,111,Union County FSA Office,Ruston,LA
22,113,Vermilion County USDA Serv Cntr,Abbeville,LA
22,115,Vernon County FSA Office,Deridder,LA
22,117,Washington County USDA Serv Cntr,Franklinton,LA
22,119,Webster County USDA Serv Cntr,Minden,LA
22,121,West Baton Rouge County USDA Serv Cntr,Addis,LA
22,123,West Carroll County USDA Serv Cntr,Oak Grove,LA
22,125,West Feliciana County FSA Office,Clinton,LA
22,127,Winn County FSA Office,Colfax,LA
23,000,Maine State USDA Office,Bangor,ME
23,001,Androscoggin County USDA Serv Cntr,Lewiston,ME
23,002,Houlton County USDA Serv Cntr,Houlton,ME
23,003,Aroostook County USDA Serv Cntr,Presque Isle,ME
23,005,Cumberland County USDA Serv Cntr,Gorham,ME
23,004,Fort Kent County USDA Serv Cntr,Fort Kent,ME
23,007,Franklin County USDA Serv Cntr,Farmington,ME
23,009,Hancock County USDA Serv Cntr,Ellsworth,ME
23,011,Kennebec County USDA Serv Cntr,Augusta,ME
23,013,Knox County USDA Serv Cntr,Warren,ME
23,015,Lincoln County FSA Office,Warren,ME
23,017,Oxford County USDA Serv Cntr,Oxford,ME
23,019,Penobscot County USDA Serv Cntr,Bangor,ME
23,021,Piscataquis County USDA Serv Cntr,Dover-Foxcroft,ME
23,023,Sagadahoc County FSA Office,Lewiston,ME
23,025,Somerset County USDA Serv Cntr,Skowhegan,ME
23,027,Waldo County USDA Serv Cntr,Belfast,ME
23,029,Washington County USDA Serv Cntr,Machias,ME
23,031,Cumberland and York County FSA Office,Gorham,ME
24,000,Maryland State USDA Office,Columbia,MD
24,001,Allegany County USDA Serv Cntr,Cumberland,MD
24,003,Anne Arundel County FSA Office,Upper Marlboro,MD
24,005,Baltimore County USDA Serv Cntr,Cockeysville,MD
24,009,Calvert County USDA Serv Cntr,Prince Frederick,MD
24,011,Caroline County USDA Serv Cntr,Denton,MD
24,013,Carroll County USDA Serv Cntr,Westminster,MD
24,015,Cecil County USDA Serv Cntr,Elkton,MD
24,017,Charles County USDA Serv Cntr,La Plata,MD
24,019,Dorchester County USDA Serv Cntr,Cambridge,MD
24,021,Frederick County USDA Serv Cntr,Frederick,MD
24,023,Garrett County USDA Serv Cntr,Mt. Lake Park,MD
24,025,Harford County USDA Serv Cntr,Forest Hill,MD
24,027,Howard County FSA Office,Elliott City,MD
24,029,Kent County USDA Serv Cntr,Chestertown,MD
24,031,Montgomery County USDA Serv Cntr,Derwood,MD
24,033,Prince George's County USDA Serv Cntr,Upper Marlboro,MD
24,035,Queen Anne's County USDA Serv Cntr,Centreville,MD
24,037,St Mary's County USDA Serv Cntr,Leonardtown,MD
24,039,Somerset County USDA Serv Cntr,Princess Anne,MD
24,041,Talbot County USDA Serv Cntr,Easton,MD
24,043,Washington County USDA Serv Cntr,Hagerstown,MD
24,045,Wicomico County USDA Serv Cntr,Salisbury,MD
24,047,Worcester County USDA Serv Cntr,Snow Hill,MD
25,000,Massachusetts State USDA Office,Amherst,MA
25,001,Barnstable County FSA Office,West Wareham,MA
25,003,Berkshire County USDA Serv Cntr,Pittsfield,MA
25,005,Bristol County USDA Serv Cntr,Dighton,MA
25,007,Dukes County FSA Office,West Wareham,MA
25,009,Essex County FSA Office,Westford,MA
25,011,Franklin County USDA Serv Cntr,Greenfield,MA
25,013,Hampden County FSA Office,Northampton,MA
25,015,Hampshire County USDA Serv Cntr,Northampton,MA
25,017,Middlesex County USDA Serv Cntr,Westford,MA
25,019,Nantucket County FSA Office,West Wareham,MA
25,021,Norfolk County FSA Office,Dighton,MA
25,023,Plymouth County USDA Serv Cntr,West Wareham,MA
25,027,Worcester County USDA Serv Cntr,Holden,MA
26,000,Michigan State USDA Office,East Lansing,MI
26,001,Alcona County FSA Office,Alpena,MI
26,003,Alger County FSA Office,Gladstone,MI
26,005,Allegan County USDA Serv Cntr,Allegan,MI
26,007,Alpena County USDA Serv Cntr,Alpena,MI
26,009,Antrim/Otsego County USDA Serv Cntr,Bellaire,MI
26,011,Arenac County USDA Serv Cntr,Standish,MI
26,013,Baraga County USDA Serv Cntr,Baraga,MI
26,015,Barry County USDA Serv Cntr,Hastings,MI
26,017,Bay County USDA Serv Cntr,Bay City,MI
26,019,Benzie County FSA Office,Cadillac,MI
26,021,Berrien County USDA Serv Cntr,Berrien Springs,MI
26,023,Branch County USDA Serv Cntr,Coldwater,MI
26,025,Calhoun County USDA Serv Cntr,Marshall,MI
26,027,Cass County USDA Serv Cntr,Cassopolis,MI
26,029,Charlevoix County FSA Office,Petoskey,MI
26,031,Cheboygan County FSA Office,Onaway,MI
26,033,Chippewa County USDA Serv Cntr,Sault Ste. Marie,MI
26,035,Clare County FSA Office,Gladwin,MI
26,037,Clinton County USDA Serv Cntr,St. Johns,MI
26,039,Crawford County FSA Office,West Branch,MI
26,041,Delta County USDA Serv Cntr,Gladstone,MI
26,043,Dickinson/Iron County USDA Serv Cntr,Kingsford,MI
26,045,Eaton County USDA Serv Cntr,Charlotte,MI
26,047,Emmet County USDA Serv Cntr,Petoskey,MI
26,049,Genesee County USDA Serv Cntr,Flint,MI
26,051,Gladwin County USDA Serv Cntr,Gladwin,MI
26,053,Gogebic County FSA Office,Baraga,MI
26,055,Grand Traverse County USDA Serv Cntr,Traverse City,MI
26,057,Gratiot County USDA Serv Cntr,Ithaca,MI
26,059,Hillsdale County USDA Serv Cntr,Jonesville,MI
26,061,Houghton County FSA Office,Baraga,MI
26,063,Huron County USDA Serv Cntr,Bad Axe,MI
26,065,Ingham County USDA Serv Cntr,Mason,MI
26,067,Ionia County USDA Serv Cntr,Ionia,MI
26,069,Iosco County USDA Serv Cntr,Tawas City,MI
26,071,Iron County FSA Office,Kingsford,MI
26,073,Isabella County USDA Serv Cntr,Mt Pleasant,MI
26,075,Jackson County USDA Serv Cntr,Jackson,MI
26,077,Kalamazoo County USDA Serv Cntr,Portage,MI
26,079,Kalkaska County FSA Office,Traverse City,MI
26,081,Kent County USDA Serv Cntr,Grand Rapids,MI
26,083,Keweenaw County FSA Office,Baraga,MI
26,085,Lake County FSA Office,Reed City,MI
26,087,Lapeer County USDA Serv Cntr,Lapeer,MI
26,089,Leelanau County FSA Office,Traverse City,MI
26,091,Lenawee County USDA Serv Cntr,Adrian,MI
26,093,Livingston County FSA Office,Mason,MI
26,095,Luce County FSA Office,Sault Ste. Marie,MI
26,097,Mackinac County FSA Office,Sault Ste. Marie,MI
26,099,Macomb County FSA Office,Kimball,MI
26,101,Manistee County FSA Office,Cadillac,MI
26,103,Marquette County FSA Office,Gladstone,MI
26,105,Mason County USDA Serv Cntr,Scottville,MI
26,107,Mecosta County USDA Serv Cntr,Big Rapids,MI
26,109,Menominee County USDA Serv Cntr,Stephenson,MI
26,111,Midland County USDA Serv Cntr,Midland,MI
26,113,Missaukee County FSA Office,Cadillac,MI
26,115,Monroe County USDA Serv Cntr,Monroe,MI
26,117,Montcalm County USDA Serv Cntr,Stanton,MI
26,119,Montmorency County FSA Office,Alpena,MI
26,121,Muskegon County FSA Office,Fremont,MI
26,123,Newaygo County USDA Serv Cntr,Fremont,MI
26,125,Oakland County FSA Office,Lapeer,MI
26,127,Oceana County FSA Office,Scottville,MI
26,129,Ogemaw County USDA Serv Cntr,West Branch,MI
26,131,Ontonagon County FSA Office,Baraga,MI
26,133,Osceola County FSA Office,Reed City,MI
26,135,Oscoda County FSA Office,West Branch,MI
26,137,Otsego County FSA Office,Bellaire,MI
26,139,Ottawa County USDA Serv Cntr,Grand Haven,MI
26,141,Presque Isle County USDA Serv Cntr,Onaway,MI
26,143,Roscommon County FSA Office,West Branch,MI
26,145,Saginaw County USDA Serv Cntr,Saginaw,MI
26,147,St Clair County USDA Serv Cntr,Kimball,MI
26,149,St Joseph County USDA Serv Cntr,Centreville,MI
26,151,Sanilac County USDA Serv Cntr,Sandusky,MI
26,153,Schoolcraft County FSA Office,Gladstone,MI
26,155,Shiawassee County USDA Serv Cntr,Owosso,MI
26,157,Tuscola County USDA Serv Cntr,Caro,MI
26,159,Van Buren County USDA Serv Cntr,Paw Paw,MI
26,161,Washtenaw County USDA Serv Cntr,Ann Arbor,MI
26,163,Wayne County FSA Office,Ann Arbor,MI
26,165,Wexford County USDA Serv Cntr,Cadillac,MI
27,000,Minnesota State USDA Office,St. Paul,MN
27,001,Aitkin County USDA Serv Cntr,Aitkin,MN
27,003,Anoka County FSA Office,Elk River,MN
27,005,Becker County USDA Serv Cntr,Detroit Lakes,MN
27,007,Beltrami County USDA Serv Cntr,Bemidji,MN
27,009,Benton County USDA Serv Cntr,Foley,MN
27,011,Big Stone County USDA Serv Cntr,Ortonville,MN
27,013,Blue Earth County USDA Serv Cntr,Mankato,MN
27,015,Brown County USDA Serv Cntr,Sleepy Eye,MN
27,017,Carlton County FSA Office,Duluth,MN
27,019,Carver County USDA Serv Cntr,Waconia,MN
27,021,Cass County FSA Office,Brainerd,MN
27,023,Chippewa County USDA Serv Cntr,Montevideo,MN
27,025,Chisago County USDA Serv Cntr,North Branch,MN
27,027,Clay County USDA Serv Cntr,Moorhead,MN
27,029,Clearwater County USDA Serv Cntr,Bagley,MN
27,031,Cook County FSA Office,Duluth,MN
27,033,Cottonwood County USDA Serv Cntr,Windom,MN
27,035,Crow Wing County USDA Serv Cntr,Brainerd,MN
27,037,Dakota County USDA Serv Cntr,Farmington,MN
27,039,Dodge County USDA Serv Cntr,Dodge Center,MN
27,041,Douglas County USDA Serv Cntr,Alexandria,MN
27,043,Faribault County USDA Serv Cntr,Blue Earth,MN
27,045,Fillmore County USDA Serv Cntr,Preston,MN
27,047,Freeborn County USDA Serv Cntr,Albert Lea,MN
27,049,Goodhue County USDA Serv Cntr,Goodhue,MN
27,051,Grant County USDA Serv Cntr,Elbow Lake,MN
27,053,Hennepin County FSA Office,Elk River,MN
27,055,Houston County USDA Serv Cntr,Caledonia,MN
27,057,Hubbard County USDA Serv Cntr,Park Rapids,MN
27,059,Isanti County USDA Serv Cntr,Cambridge,MN
27,061,Itasca County FSA Office,Aitkin,MN
27,063,Jackson County USDA Serv Cntr,Lakefield,MN
27,065,Kanabec County USDA Serv Cntr,Mora,MN
27,067,Kandiyohi County USDA Serv Cntr,Willmar,MN
27,069,Kittson County USDA Serv Cntr,Hallock,MN
27,071,Koochiching County FSA Office,Baudette,MN
27,073,Lac Qui Parle County USDA Serv Cntr,Madison,MN
27,075,Lake County FSA Office,Duluth,MN
27,077,Lake Of The Woods County USDA Serv Cntr,Baudette,MN
27,079,Le Sueur County USDA Serv Cntr,Le Center,MN
27,081,Lincoln County USDA Serv Cntr,Ivanhoe,MN
27,083,Lyon County USDA Serv Cntr,Marshall,MN
27,085,McLeod County USDA Serv Cntr,Glencoe,MN
27,087,Mahnomen County USDA Serv Cntr,Mahnomen,MN
27,089,Marshall County USDA Serv Cntr,Warren,MN
27,091,Martin County USDA Serv Cntr,Fairmont,MN
27,093,Meeker County USDA Serv Cntr,Litchfield,MN
27,095,Mille Lacs County FSA Office,Foley,MN
27,097,Morrison County USDA Serv Cntr,Little Falls,MN
27,099,Mower County USDA Serv Cntr,Austin,MN
27,101,Murray County USDA Serv Cntr,Slayton,MN
27,103,Nicollet County USDA Serv Cntr,St. Peter,MN
27,105,Nobles County USDA Serv Cntr,Worthington,MN
27,107,Norman County USDA Serv Cntr,Ada,MN
27,109,Olmsted County USDA Serv Cntr,Rochester,MN
27,111,East Otter Tail County USDA Serv Cntr,Perham,MN
27,112,West Otter Tail County USDA Serv Cntr,Fergus Falls,MN
27,113,Pennington County USDA Serv Cntr,Thief River Falls,MN
27,115,Pine County USDA Serv Cntr,Hinckley,MN
27,117,Pipestone County USDA Serv Cntr,Pipestone,MN
27,119,East Polk County USDA Serv Cntr,McIntosh,MN
27,120,West Polk County USDA Serv Cntr,Crookston,MN
27,121,Pope County USDA Serv Cntr,Glenwood,MN
27,123,Ramsey County FSA Office,Stillwater,MN
27,125,Red Lake County USDA Serv Cntr,Red Lake Falls,MN
27,127,Redwood County USDA Serv Cntr,Redwood Falls,MN
27,129,Renville County USDA Serv Cntr,Olivia,MN
27,131,Rice County USDA Serv Cntr,Faribault,MN
27,133,Rock County USDA Serv Cntr,Luverne,MN
27,135,Roseau County USDA Serv Cntr,Roseau,MN
27,137,North St. Louis County USDA Serv Cntr,Virginia,MN
27,138,South St. Louis County USDA Serv Cntr,Duluth,MN
27,139,Scott County USDA Serv Cntr,Jordan,MN
27,141,Sherburne County USDA Serv Cntr,Elk River,MN
27,143,Sibley County USDA Serv Cntr,Gaylord,MN
27,145,Stearns County USDA Serv Cntr,Waite Park,MN
27,147,Steele County USDA Serv Cntr,Owatonna,MN
27,149,Stevens County USDA Serv Cntr,Morris,MN
27,151,Swift County USDA Serv Cntr,Benson,MN
27,153,Todd County USDA Serv Cntr,Long Prairie,MN
27,155,Traverse County USDA Serv Cntr,Wheaton,MN
27,157,Wabasha County USDA Serv Cntr,Wabasha,MN
27,159,Wadena County USDA Serv Cntr,Wadena,MN
27,161,Waseca County USDA Serv Cntr,Waseca,MN
27,163,Washington County USDA Serv Cntr,Stillwater,MN
27,165,Watonwan County USDA Serv Cntr,St James,MN
27,167,Wilkin County USDA Serv Cntr,Breckenridge,MN
27,169,Winona County USDA Serv Cntr,Lewiston,MN
27,171,Wright County USDA Serv Cntr,Buffalo,MN
27,173,Yellow Medicine County USDA Serv Cntr,Clarkfield,MN
27,801,CHS Inc.,St. Paul,MN
28,000,Mississippi State USDA Office,Jackson,MS
28,001,Adams County USDA Serv Cntr,Natchez,MS
28,003,Alcorn County USDA Serv Cntr,Corinth,MS
28,005,Amite County USDA Serv Cntr,Liberty,MS
28,007,Attala County USDA Serv Cntr,Kosciusko,MS
28,009,Benton County USDA Serv Cntr,Ashland,MS
28,011,Bolivar County USDA Serv Cntr,Cleveland,MS
28,013,Calhoun County USDA Serv Cntr,Calhoun City,MS
28,015,Carroll County USDA Serv Cntr,Carrollton,MS
28,017,Chickasaw County USDA Serv Cntr,Houston,MS
28,019,Choctaw County USDA Serv Cntr,Ackerman,MS
28,021,Claiborne County USDA Serv Cntr,Port Gibson,MS
28,023,Clarke County USDA Serv Cntr,Quitman,MS
28,025,Clay County USDA Serv Cntr,West Point,MS
28,027,Coahoma County USDA Serv Cntr,Clarksdale,MS
28,029,Copiah County USDA Serv Cntr,Hazlehurst,MS
28,031,Covington County USDA Serv Cntr,Collins,MS
28,033,Desoto County USDA Serv Cntr,Hernando,MS
28,035,Forrest County USDA Serv Cntr,Hattiesburg,MS
28,037,Lincoln Franklin County FSA Office,Brookhaven,MS
28,039,George County USDA Serv Cntr,Lucedale,MS
28,041,Greene County FSA Office,Waynesboro,MS
28,043,Grenada County USDA Serv Cntr,Grenada,MS
28,045,Hancock County FSA Office,Poplarville,MS
28,047,Harrison County FSA Office,Wiggins,MS
28,049,Hinds County USDA Serv Cntr,Jackson,MS
28,051,Holmes County USDA Serv Cntr,Lexington,MS
28,053,Humphreys County USDA Serv Cntr,Belzoni,MS
28,055,Issaquena County FSA Office,Rolling Fork,MS
28,057,Itawamba County USDA Serv Cntr,Fulton,MS
28,059,Jackson County FSA Office,Lucedale,MS
28,061,Jasper County USDA Serv Cntr,Bay Springs,MS
28,063,Jefferson (Claiborne) County FSA Office,Port Gibson,MS
28,065,Jefferson Davis County USDA Serv Cntr,Prentiss,MS
28,067,Jones County USDA Serv Cntr,Laurel,MS
28,069,Kemper County USDA Serv Cntr,Dekalb,MS
28,071,Lafayette County USDA Serv Cntr,Oxford,MS
28,073,Lamar County USDA Serv Cntr,Purvis,MS
28,075,Lauderdale County USDA Serv Cntr,Meridian,MS
28,077,Lawrence County USDA Serv Cntr,Monticello,MS
28,079,Leake County USDA Serv Cntr,Carthage,MS
28,081,Lee County USDA Serv Cntr,Tupelo,MS
28,083,Leflore County USDA Serv Cntr,Greenwood,MS
28,085,Lincoln County USDA Serv Cntr,Brookhaven,MS
28,087,Lowndes County USDA Serv Cntr,Columbus,MS
28,089,Madison County USDA Serv Cntr,Canton,MS
28,091,Marion County USDA Serv Cntr,Columbia,MS
28,093,Marshall County USDA Serv Cntr,Holly Springs,MS
28,095,Monroe County USDA Serv Cntr,Aberdeen,MS
28,097,Montgomery County USDA Serv Cntr,Winona,MS
28,099,Neshoba County USDA Serv Cntr,Philadelphia,MS
28,101,Newton County USDA Serv Cntr,Decatur,MS
28,103,Noxubee County USDA Serv Cntr,Macon,MS
28,105,Oktibbeha County USDA Serv Cntr,Starkville,MS
28,107,Panola County USDA Serv Cntr,Batesville,MS
28,109,Pearl River County USDA Serv Cntr,Poplarville,MS
28,111,Perry County FSA Office,Hattiesburg,MS
28,113,Pike County USDA Serv Cntr,Magnolia,MS
28,115,Pontotoc County USDA Serv Cntr,Pontotoc,MS
28,117,Prentiss County USDA Serv Cntr,Booneville,MS
28,119,Quitman County USDA Serv Cntr,Marks,MS
28,121,Rankin County USDA Serv Cntr,Brandon,MS
28,123,Scott County USDA Serv Cntr,Forest,MS
28,125,Sharkey County USDA Serv Cntr,Rolling Fork,MS
28,127,Simpson County USDA Serv Cntr,Mendenhall,MS
28,129,Smith County USDA Serv Cntr,Raleigh,MS
28,131,Stone County USDA Serv Cntr,Wiggins,MS
28,133,Sunflower County USDA Serv Cntr,Indianola,MS
28,135,Tallahatchie County USDA Serv Cntr,Charleston,MS
28,137,Tate County USDA Serv Cntr,Senatobia,MS
28,139,Tippah County USDA Serv Cntr,Ripley,MS
28,141,Tishomingo County FSA Office,Corinth,MS
28,143,Tunica County USDA Serv Cntr,Tunica,MS
28,145,Union County USDA Serv Cntr,New Albany,MS
28,147,Walthall County USDA Serv Cntr,Tylertown,MS
28,149,Warren County USDA Serv Cntr,Vicksburg,MS
28,151,Washington County USDA Serv Cntr,Greenville,MS
28,153,Wayne County USDA Serv Cntr,Waynesboro,MS
28,155,Webster County USDA Serv Cntr,Eupora,MS
28,157,Wilkinson (Amite) County FSA Office,Liberty,MS
28,159,Winston County USDA Serv Cntr,Louisville,MS
28,161,Yalobusha County USDA Serv Cntr,Coffeeville,MS
28,163,Yazoo County USDA Serv Cntr,Yazoo City,MS
28,801,Staplcotn,Greenwood,MS
29,000,Missouri State USDA Office,Columbia,MO
29,001,Adair County USDA Serv Cntr,Kirksville,MO
29,003,Andrew County USDA Serv Cntr,Savannah,MO
29,005,Atchison County USDA Serv Cntr,Rock Port,MO
29,007,Audrain County USDA Serv Cntr,Mexico,MO
29,009,Barry County USDA Serv Cntr,Cassville,MO
29,011,Barton County USDA Serv Cntr,Lamar,MO
29,013,Bates County USDA Serv Cntr,Butler,MO
29,015,Benton County USDA Serv Cntr,Lincoln,MO
29,017,Bollinger County USDA Serv Cntr,Marble Hill,MO
29,019,Boone County USDA Serv Cntr,Columbia,MO
29,021,Buchanan County USDA Serv Cntr,St. Joseph,MO
29,023,Butler County USDA Serv Cntr,Poplar Bluff,MO
29,025,Caldwell County USDA Serv Cntr,Kingston,MO
29,027,Callaway County USDA Serv Cntr,Fulton,MO
29,029,Camden County FSA Office,Lebanon,MO
29,031,Cape Girardeau County USDA Serv Cntr,Jackson,MO
29,033,Carroll County USDA Serv Cntr,Carrollton,MO
